ObjectKey,FetchDate,State,County,PropertyLink,Address,ListingPrice,BuyWithRedfin,Vendor,Status,PropertyType,Style,LotSize,TimeOnRedfin,YearBuilt,Community,MlsNo,ListPrice,RedfinEstimate,BuyerAgentCommission,EstMoPayment,PriceSqFt
9d0387d7f794164abd93f83894dc0fee464ec17a976252a60ac12a7cc0994791,07/19/2022,NV,Clark County,https://www.redfin.com/NV/Henderson/2213-Armacost-Dr-89074/home/29657220,"2213 Armacost Dr,Henderson, NV 89074","$505,000",,matterport,Active,"Residential, Single Family Residence",Two Story,"6,098 Sq. Ft.",11 days,1995,Westwood Village Rs-8 #2,2414140,"$505,000","$513,865",2%,"$2,590",$265
2db580f1ae6c85f788b87572a95b0b9bf6b2911ce9c6ee9c67cc469b435bde52,07/19/2022,NV,Clark County,https://www.redfin.com/NV/North-Las-Vegas/2633-Hickey-Ave-89030/home/29328345,"2633 Hickey Ave,North Las Vegas, NV 89030","$349,999",,matterport,Active,"Residential, Single Family Residence",One Story,"6,098 Sq. Ft.",17 hours,1954,College Park #02,2418755,"$349,999","$350,203",3%,"$1,717",$193
ebeaee857b62d30358f9ae97fda90c74de485c709662d201831ad921fe697dd5,07/19/2022,WA,King County,https://www.redfin.com/WA/Redmond/17167-NE-117th-St-98052/home/50269326,"17167 NE 117th St,Redmond, WA 98052","$1,990,000",,matterport,Active,"Residential, Residential",,"4,839 Sq. Ft.",2 days,2015,Redmond,1969783,"$1,990,000","$2,007,934",,"$9,878",$708
54814bef270e92e7f6f1b08ede13c84b40e42d34b256dee8b0b933f66ac74125,07/19/2022,WA,King County,https://www.redfin.com/WA/Renton/153-Glennwood-Pl-NE-98056/home/246531,"153 Glennwood Pl NE,Renton, WA 98056","$724,900",,matterport,Active,"Residential, Residential",,"3,834 Sq. Ft.",3 days,2003,Liberty Ridge,1968925,"$724,900","$724,281",,"$3,795",$336
adf6ffb92bf2b91420835fe9b8abeed710e84625035c6ce7ff01f99fd79c4b18,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/165-17th-Ave-98122/home/2092696,"165 17th Ave,Seattle, WA 98122","$7,480,000",,matterport,Active,"Residential Income, Multi-Family",,0.33 Acres,16 hours,1970,First Hill,1970184,"$7,480,000",,,"$37,844",$482
81ee8767d8f779e38d02267e0259aa8158d479ce6126148a9800fbb855b5ebea,07/19/2022,WA,King County,https://www.redfin.com/WA/Bellevue/2720-118th-Ave-SE-98005/unit-302/home/22670,"2720 118th Ave SE #302,Bellevue, WA 98005","$650,000",,matterport,Active,Condo,Traditional,"1,170 Sq. Ft.",3 days,1990,Bellevue,1967927,"$650,000","$677,385",,"$3,919",$557
c103e0558eb7361c2517bfd9d327282950398a66d4ced3872831c14149f65adf,07/19/2022,WA,King County,https://www.redfin.com/WA/Kirkland/12112-106th-Ave-NE-98034/home/458963,"12112 106th Ave NE,Kirkland, WA 98034","$1,045,000",,matterport,Active,"Residential, Residential",,"8,826 Sq. Ft.",3 days,1974,Juanita,1969621,"$1,045,000",,,"$5,173",$752
a740512fbd2bdaa548a29d2e5a388209bc5147c33587e07285602d3333a9eb2d,07/19/2022,WA,King County,https://www.redfin.com/WA/Kenmore/17824-83rd-Ave-NE-98028/home/282787,"17824 83rd Ave NE,Kenmore, WA 98028","$599,950",,matterport,Active,"Residential, Residential",,0.25 Acres,3 days,1942,Kenmore,1969087,"$599,950","$602,822",,"$3,096",$698
522068c8b48446b7609501251d59a20fa54bd901c6e2d17fb604f9b3928b393e,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/8721-43rd-Pl-SW-98136/home/157531,"8721 43rd Pl SW,Seattle, WA 98136","$1,825,000",,matterport,Active,"Residential, Residential",Contemporary,"8,175 Sq. Ft.",3 days,1967,Lincoln Park,1968296,"$1,825,000","$1,802,436",2.5%,"$8,988",$504
1e41519b67d1988b50c414c87e4953600138c7a8241e7c3d8a127dd0d96e909b,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/12026-25th-Ave-NE-98125/home/116251,"12026 25th Ave NE,Seattle, WA 98125","$990,000",,matterport,Active,"Residential, Residential",,"9,409 Sq. Ft.",4 days,1990,Victory Heights,1967931,"$990,000",,2.5%,"$4,991",$547
c2a6f771487271f89f7a7f2751032b7db72f18048391fd682a35a11142a3c4cc,07/19/2022,WA,King County,https://www.redfin.com/WA/Renton/19727-143rd-Pl-SE-98058/home/221535,"19727 143rd Pl SE,Renton, WA 98058","$749,000",,matterport,Active,"Residential, Residential",Traditional,"7,985 Sq. Ft.",3 days,1980,Lake Youngs,1969147,"$749,000","$754,036",,"$3,818",$416
b09ab695e4ac24a68d6d1262e181fd2e7a78acbfc8e7d8bbf248a0e6a9038790,07/19/2022,WA,King County,https://www.redfin.com/WA/Bellevue/925-110th-Ave-NE-98004/unit-02/home/3145,"925 110th Ave NE Ph 02,Bellevue, WA 98004","$795,000",,matterport,Active,Condo,,0.45 Acres,3 days,1998,Bellevue,1969315,"$795,000","$816,639",,"$4,644",$868
8324492f901d08113d695db12814f608ecfc2410d7f098a8b9b43e2efd0c8a65,07/19/2022,WA,King County,https://www.redfin.com/WA/Auburn/29685-129th-Pl-SE-98092/home/405853,"29685 129th Pl SE,Auburn, WA 98092","$625,000",,matterport,Active,"Residential, Residential",,"5,541 Sq. Ft.",4 days,2002,Berkshire Glen,1968000,"$625,000",,2.5%,"$3,299",$359
c5bd33fa312cffeb7e95fe90d18f6d74081932dc5b0e515864c35594d3c979f7,07/19/2022,WA,King County,https://www.redfin.com/WA/Bellevue/2060-132nd-Ave-SE-98005/unit-612/home/72989,"2060 132nd Ave SE #612,Bellevue, WA 98005","$895,000",,matterport,Active,"Residential, Condominium",,,11 days,1997,Woodridge,1961072,"$895,000","$896,444",2.5%,"$5,079",$570
03fda8b2e4303829ea892d33fc0093258f2dfa81b5bcc348cf69be8268dfbb81,07/19/2022,WA,King County,https://www.redfin.com/WA/Mercer-Island/4300-89th-Ave-SE-98040/home/256418,"4300 89th Ave SE,Mercer Island, WA 98040","$1,880,000",,matterport,Active,"Residential, Residential",Contemporary,"10,125 Sq. Ft.",3 days,1976,Lucas Hill,1969519,"$1,880,000",,,"$9,187","$1,011"
3d61aae97583b9345086254338fe7dd5e5e56db9ca3e0d39f6585ba61bd5a29f,07/19/2022,WA,King County,https://www.redfin.com/WA/Bothell/20118-84th-Pl-NE-98011/home/283200,"20118 84th Pl NE,Bothell, WA 98011","$1,170,000",,matterport,Active,"Residential, Residential",,"4,871 Sq. Ft.",6 days,2003,Bothell,1966341,"$1,170,000","$1,300,039",2.5%,"$5,903",$478
9eb2a91e45651757f621594d4a4b7a64e03427e5c1746374e5ed0106e2e6755c,07/19/2022,WA,King County,https://www.redfin.com/WA/Renton/16633-194th-Ave-SE-98058/home/390585,"16633 SE 194th Ave SE,Renton, WA 98058","$449,000",,matterport,Active,"Residential, Residential",,0.69 Acres,4 days,1957,Maple Valley Heights,1964889,"$449,000",,,"$2,400",$432
09dfee450aef3112ae2d5192c1ffdbf96d080f7399773fcf89784d3ea42fae66,07/19/2022,WA,King County,https://www.redfin.com/WA/Renton/14721-SE-188-Way-98058/home/388233,"14721 SE 188th Way,Renton, WA 98058","$725,000",,matterport,Active,"Residential, Residential",,"6,902 Sq. Ft.",4 days,1976,Fairwood,1934631,"$725,000",,2.5%,"$3,840",$252
6d15fc809b8fbdb1c5a55e38adaaed874c285457de132f2023f849b6a02a6865,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/553-19th-Ave-98122/unit-A/home/180545422,"553 19th Ave Unit A,Seattle, WA 98122","$1,750,000",,matterport,Active,"Residential, Residential",,"6,400 Sq. Ft.",3 days,2022,Capitol Hill,1969391,"$1,750,000","$1,749,483",,"$7,851",$626
61ba5f13f626d57e3a265e0215b5ba2ee3fd315af06c752b009b4a25b2300903,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/7125-S-135th-St-98178/home/195937,"7125 S 135th St,Seattle, WA 98178","$950,000",,matterport,Active,"Residential, Residential",See Remarks,0.48 Acres,9 hours,1952,Seattle,1970613,"$950,000","$948,221",,"$4,791",$448
2d923445a22cec3273e8f23c6e11853182034665ef6c86578300b90cb1facb3c,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/1920B-SW-Brandon-St-98106/home/109480183,"1920 B SW Brandon St,Seattle, WA 98106","$1,249,999",,matterport,Active,"Residential, Residential",Craftsman,"5,026 Sq. Ft.",4 days,2013,Puget Ridge,1966564,"$1,249,999",,2.5%,"$6,260",$428
f7c11e777e5c2a5826e8e8b68ce1cc124fadd1cb2fb5b8775c2110cde665c6c5,07/19/2022,WA,King County,https://www.redfin.com/WA/Kirkland/925-1st-St-S-98033/home/463125,"925 1st St S,Kirkland, WA 98033","$3,000,000",,matterport,Active,"Residential, Residential",,"10,479 Sq. Ft.",3 days,1987,Downtown,1969335,"$3,000,000","$3,002,711",,"$14,699",$847
4130bc4d7f29767f1f0a6f77955cb5bcf6438c20efdb906f652c2216b72994e5,07/19/2022,WA,King County,https://www.redfin.com/WA/Renton/1932-NE-20th-St-98056/home/412163,"1932 NE 20th St,Renton, WA 98056","$710,000",,matterport,Active,"Residential, Residential",Traditional,"9,870 Sq. Ft.",5 days,1954,Kennydale,1965081,"$710,000","$710,980",2.5%,"$3,569",$638
d6e6005c0b6f8c6fd7e7c0ecf48db7a0b48a8af6a19d8aa5224df5a9741ab2b5,07/19/2022,WA,King County,https://www.redfin.com/WA/Kenmore/7335-NE-192nd-St-98028/home/283630,"7335 NE 192nd St,Kenmore, WA 98028","$899,000",,matterport,Active,"Residential, Residential",,1.46 Acres,4 days,1932,Kenmore,1968187,"$899,000",,2.5%,"$4,419",$560
d226d01537bdaaccf949db657bfb050e5a5398fdc30ec8257173646eea3e99e3,07/19/2022,WA,King County,https://www.redfin.com/WA/Woodinville/16208-198th-Ave-NE-98077/home/269896,"16208 198th Ave NE,Woodinville, WA 98077","$1,125,000",,matterport,Active,"Residential, Residential",,0.33 Acres,3 days,1978,Cottage Lake,1967293,"$1,125,000","$1,121,750",,"$5,725",$541
02d196ea56547ae2538c34660079143a822684ee70d4a5086680d2984fb6892b,07/19/2022,WA,King County,https://www.redfin.com/WA/Auburn/124-J-St-SE-98002/home/218813,"124 J St SE,Auburn, WA 98002","$469,950",,matterport,Active,"Residential, Residential",,"6,708 Sq. Ft.",11 days,1920,Auburn,1963368,"$469,950",,2.5%,"$2,438",$402
ae622a16b750af317674fd130a04f8c5f9f9a3353e17f01d397b2f559d19511f,07/19/2022,WA,King County,https://www.redfin.com/WA/Auburn/2830-U-St-SE-98002/home/213500,"2830 U St SE,Auburn, WA 98002","$574,900",,matterport,Active,"Residential, Residential",,"6,000 Sq. Ft.",4 days,1996,Auburn,1965165,"$574,900",,2.25%,"$3,034",$355
48e8e4b8bce7edb4694846f5492493295f2d8302d10d19ef45693ff275f2009f,07/19/2022,WA,King County,https://www.redfin.com/WA/Bellevue/12818-SE-41st-Ln-98006/unit-B204/home/180529407,"12818 SE 41st Ln Unit B204,Bellevue, WA 98006","$549,950",,matterport,Active,Condo,,,4 days,1980,Bellevue,1966675,"$549,950",,2.5%,"$3,148",$547
51865806ffd5ca0821aeb234e1e48b04a82bab9c881c3125f06107c003fa9962,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/3002-SW-Cycle-Ct-98126/home/12302943,"3002 SW Cycle Ct,Seattle, WA 98126","$539,000",,matterport,Active,"Residential, Residential",,"1,730 Sq. Ft.",3 days,2007,High Point,1969295,"$539,000","$539,931",,"$3,064",$473
b740802f838e6a82f10a4cf839fc218037e400de8275a3b5b685c791819b48b2,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/8804-Roosevelt-Way-NE-98115/unit-304/home/2246,"8804 Roosevelt Way NE #304,Seattle, WA 98115","$475,000",,matterport,Active,Condo,,,5 days,1992,Maple Leaf,1966946,"$475,000","$479,406",2.5%,"$3,063",$534
e4eac749d0131925b5a8d9ff669e09c73da7f903d6d27f00f986fb72e9e141e7,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/10422-Aqua-Way-S-98168/home/187954,"10422 Aqua Way S,Seattle, WA 98168","$749,980",,matterport,Active,"Residential, Residential",,"7,574 Sq. Ft.",2 days,1956,White Center,1966913,"$749,980",,,"$3,839",$329
e6e0e559fad8c31b70327d9e4c9fe22ab818d09e3b86ac0f6103ded08e385705,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/721-Boylston-Ave-E-98102/unit-208/home/62427,"721 Boylston Ave E #208,Seattle, WA 98102","$599,000",,matterport,Active,Condo,,,4 days,1930,Broadway,1960501,"$599,000",,2.5%,"$3,532",$718
88d60cac4234b3d9f143578383e61c2f5815b4773c24624a26000ce3c56b240d,07/19/2022,WA,King County,https://www.redfin.com/WA/Federal-Way/32222-8th-Ave-SW-98023/home/359733,"32222 8th Ave SW,Federal Way, WA 98023","$725,000",,matterport,Active,"Residential, Residential",,"8,146 Sq. Ft.",2 days,1984,West Campus,1969781,"$725,000","$723,578",,"$3,708",$261
cbb3f84bfb8d1db845b7950cab8218d80f28c62f11c568ad6b87e5063e57fdbd,07/19/2022,WA,King County,https://www.redfin.com/WA/Bellevue/727-143rd-Ave-NE-98007/unit-10/home/26038,"727 143rd Ave NE #10,Bellevue, WA 98007","$550,000",,matterport,Active,Condo,,,4 days,1979,Crossroads,1967452,"$550,000",,3%,"$3,232",$566
694cc67dfbc89c6791d1608f683482afcb3c2043ce8f936e4d582c043c8013d6,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/901-NE-43rd-St-98105/unit-305/home/12537833,"901 NE 43rd St #305,Seattle, WA 98105","$375,000",,matterport,Active,Condo,,,4 days,1926,University District,1968586,"$375,000",,3%,"$2,405",$758
2ebee936ed8fed1d483ae1cab62e98de07bbc2d2ed6b3149c7460403c6332615,07/19/2022,WA,King County,https://www.redfin.com/WA/Redmond/6423-156th-Pl-NE-98052/home/504713,"6423 156th Pl NE,Redmond, WA 98052","$1,199,000",,matterport,Active,"Residential, Residential",Traditional,"6,500 Sq. Ft.",6 days,1977,Overlake,1966213,"$1,199,000","$1,197,492",2.5%,"$6,046",$681
4181b75e9aa8f23fb6f202a96ab4a02e6485036e927dc449d02dbe4a42185e97,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/10865-6th-Ave-S-98108/home/189929,"10865 6th Ave S,Seattle, WA 98168","$568,000",,matterport,Active,"Residential, Residential",,"6,250 Sq. Ft.",4 days,1948,Boulevard Park,1969076,"$568,000",,,"$2,962",$503
385b4786a976487a954ed1952bdfb26aa33e59bf259686ddbab2b8d4233cf549,07/19/2022,WA,King County,https://www.redfin.com/WA/Des-Moines/415-S-192nd-St-98148/home/339295,"415 S 192nd St,Des Moines, WA 98148","$545,000",,matterport,Active,"Residential, Residential",Traditional,"9,907 Sq. Ft.",6 hours,1949,Manhattan,1970625,"$545,000",,,"$2,917",$304
c0e0b4335a03bb776de43110ea042662de8bb6969e460169370a01273334c9b9,07/19/2022,WA,King County,https://www.redfin.com/WA/Issaquah/3221-NE-Mulberry-St-98029/home/2096281,"3221 NE Mulberry St,Issaquah, WA 98029","$1,998,000",,matterport,Active,"Residential, Residential",,"5,000 Sq. Ft.",3 days,2004,Issaquah Highlands,1969515,"$1,998,000","$2,009,643",2.5%,"$9,850",$687
85c75735d6b6e7b6c0eed5d38643da09dcdcd5aeaa2b2cd41de7bb010419b8b8,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/7510-23rd-Ave-NW-98117/home/166266,"7510 23rd Ave NW,Seattle, WA 98117","$1,175,000",,matterport,Active,"Residential, Residential",Craftsman,"4,000 Sq. Ft.",5 days,1926,Loyal Heights,1967122,"$1,175,000","$1,200,105",2.5%,"$5,815",$625
0f85d9443c572b38ba98e59afd4d0524c9bc6eb6cec060fc26284bcfde53f6df,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/2301-NE-Blakeley-St-98105/unit-401/home/26602,"2301 NE Blakeley St #401,Seattle, WA 98105","$695,000",,matterport,Active,Condo,Modern,,4 days,1997,University District,1968608,"$695,000",,2.5%,"$4,062",$649
6c1da5df7c54be4f5a4883fbd77911f9fc31c7e13ec5c30eee96ed788c41e527,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/2015-13th-Ave-S-98144/home/169204,"2015 13th Ave S,Seattle, WA 98144","$849,000",,matterport,Active,"Residential, Residential",,"2,703 Sq. Ft.",4 days,1916,N Beacon Hill,1968687,"$849,000",,2.25%,"$4,320",$472
68c833ece5a34afa77e6d55738aac3d95e9959b232edf3d5b18ecbdc1ab8b11f,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/1414-E-Cherry-St-98122/unit-E/home/180545214,"1414 E Cherry St Unit E,Seattle, WA 98122","$881,955",,matterport,Active,"Residential, Residential",Modern,951 Sq. Ft.,3 days,2022,Capitol Hill,1969529,"$881,955","$881,162",,"$4,880",$622
91b298ff6736adf66e8e926893a0276e077c88a2175553d7c13754cc74a77036,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/1305-E-Republican-St-98102/unit-5/home/59201,"1305 E Republican St #5,Seattle, WA 98102","$895,000",,matterport,Active,Condo,Craftsman,,3 days,1928,North Capitol Hill,1967945,"$895,000",,,"$5,090",$855
5c0af4d58444a5ab9f0f094edac811d8a62152c796f9cc0454a5a6becc33c7ae,07/19/2022,WA,King County,https://www.redfin.com/WA/Issaquah/1646-NE-Falls-Dr-98029/home/44653855,"1646 NE Falls Dr,Issaquah, WA 98029","$1,395,000",,matterport,Active,"Residential, Residential",Craftsman,"2,772 Sq. Ft.",3 days,2013,Issaquah Highlands,1966727,"$1,395,000","$1,414,189",,"$7,003",$775
bd0f93cbae296df6b769632c1cb3ccd4376ed1620f0e0eb582e71dda4e565efa,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/5344-16th-Ave-S-98108/home/18660695,"5344 16th Ave S,Seattle, WA 98108","$735,000",,matterport,Active,"Residential, Residential",,"1,231 Sq. Ft.",4 days,2008,Beacon Hill,1967736,"$735,000",,2.5%,"$3,679",$503
56a5b81369beffe451f8014916ddba0b734d0118b373f4ac4388a823bbd510c2,07/19/2022,WA,King County,https://www.redfin.com/WA/Covington/26327-203rd-Pl-SE-98042/home/170468586,"26327 203rd Pl SE,Covington, WA 98042","$935,000",,matterport,Active,"Residential, Residential",Northwest Contemporary,"4,275 Sq. Ft.",16 hours,2021,Covington,1968509,"$935,000","$934,896",,"$4,863",$262
bea6b03b76b7bdcc417bb17729b486d37737ffdc1b2fb9e39db6493e106ecfb6,07/19/2022,WA,King County,https://www.redfin.com/WA/Renton/949-Aberdeen-Ave-NE-98056/unit-B104/home/59393,"949 Aberdeen Ave NE Unit B104,Renton, WA 98056","$269,950",,matterport,Active,Condo,,,3 days,1991,Highlands,1966220,"$269,950","$270,990",2.5%,"$1,933",$340
000c668bab8fd5eb7436003b90cef008ef167e6114671f899968ccb5221519f8,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/4406-S-Othello-St-98118/home/173701,"4406 S Othello St,Seattle, WA 98118","$695,000",,matterport,Active,"Residential, Residential",,"5,782 Sq. Ft.",3 days,1910,Brighton,1968118,"$695,000","$694,312",2.5%,"$3,535",$709
4db7cc6a9d1f4d58f1fe735d7372d5b32646a1242a732e2c58978766db4285f9,07/19/2022,WA,King County,https://www.redfin.com/WA/Auburn/1705-Dogwood-Dr-SE-98092/home/216884,"1705 Dogwood Dr SE,Auburn, WA 98092","$445,000",,matterport,Active,"Residential, Residential",,"7,875 Sq. Ft.",3 days,1966,Auburn,1957130,"$445,000",,2.5%,"$2,358",$374
3278178fc961f31bb9c68390d9481c9fb9d75165a8fd4e4ace1654dee1d44bae,07/19/2022,WA,King County,https://www.redfin.com/WA/Woodinville/19822-184th-Pl-NE-98077/home/273954,"19822 184th Pl NE,Woodinville, WA 98077","$1,599,000",,matterport,Active,"Residential, Residential",Traditional,0.84 Acres,3 days,1987,Huntington,1969555,"$1,599,000","$1,590,591",,"$8,053",$476
32358cc7179af5c629c655159432a1d491d6d7301fb20064f9c2af28d4746fa0,07/19/2022,WA,King County,https://www.redfin.com/WA/Kent/22019-41st-Pl-S-98032/unit-204/home/58445,"22019 41st Pl S #204,Kent, WA 98032","$410,000",,matterport,Active,Condo,Craftsman,,4 days,2000,Riverview,1967595,"$410,000",,2.5%,"$2,529",$356
3abbf7d59116b97861affe93b8c3a7a114b25eb5c03b547106dda255217e5d9b,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/1414-E-Cherry-St-98122/unit-F/home/179417582,"1414 E Cherry St Unit F,Seattle, WA 98122","$890,955",,matterport,Active,"Residential, Residential",Modern,912 Sq. Ft.,2 days,2022,Capitol Hill,1969820,"$890,955","$890,674",,"$4,930",$714
25ee8d133d43eb86e11e1fffdb721e6d25d37826d327f141c7c04742b14b95d7,07/19/2022,WA,King County,https://www.redfin.com/WA/Kent/11617-SE-218th-Pl-98031/home/224667,"11617 SE 218th Pl,Kent, WA 98031","$670,000",,matterport,Active,"Residential, Residential",,"10,275 Sq. Ft.",4 days,1978,Kent,1967747,"$670,000",,2.5%,"$3,428",$347
8a4bd6d81edf504a256531a2e693620133e6eae81f9795036af095e83b4a4171,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/6237-45th-Ave-NE-98115/home/314484,"6237 45th Ave NE,Seattle, WA 98115","$1,325,000",,matterport,Active,"Residential, Residential",Cape Cod,"6,750 Sq. Ft.",3 days,1947,Hawthorne Hills,1968466,"$1,325,000","$1,335,894",,"$6,634",$683
cf9d536e568c23f574dbf8d0c73f1fdf16cdb9d55a6828fba589ff676724d552,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/6853-18th-Ave-NE-98115/home/309731,"6853 18th Ave NE,Seattle, WA 98115","$1,599,950",,matterport,Active,"Residential, Residential",Tudor,"4,590 Sq. Ft.",3 days,1929,Ravenna,1969727,"$1,599,950","$1,601,519",,"$7,988",$523
71c196eb8fd660e6583c3f1908b76ab34167a80ec9f462aa7154a2854777ffab,07/19/2022,WA,King County,https://www.redfin.com/WA/Maple-Valley/20988-SE-274th-Ct-98038/home/55529327,"20988 SE 274th Ct,Maple Valley, WA 98038","$849,950",,matterport,Active,"Residential, Residential",,"4,449 Sq. Ft.",24 days,2014,Maple Valley,1958186,"$849,950",,2.25%,"$4,443",$314
92a978b497e99f3e36b3e3988a6a992108ec83482de2a41e3efa69676680a612,07/19/2022,WA,King County,https://www.redfin.com/WA/Kirkland/12510-109th-Ct-NE-98034/unit-E203/home/58058,"12510 109th Ct NE Unit E203,Kirkland, WA 98034","$499,950",,matterport,Active,Condo,,,2 days,1991,Juanita,1964252,"$499,950","$507,238",,"$2,984",$533
c550bdebe7d690e0f84f1f3c2960f283a2fad7fbec77f3a822fde71f01f77399,07/19/2022,WA,King County,https://www.redfin.com/WA/Sammamish/23909-SE-7th-Ln-98074/home/261919,"23909 SE 7th Ln,Sammamish, WA 98075","$989,000",,matterport,Active,"Residential, Residential",,"3,240 Sq. Ft.",3 days,1999,Vintage,1968425,"$989,000","$1,034,003",,"$5,258",$543
2714096a35fd8c10f80a4b9f710aefcdc70bca7fd8a2d87b9f8289c9ea823101,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/3951-SW-Holden-St-98136/home/468661,"3951 SW Holden St,Seattle, WA 98136","$1,250,000",,matterport,Active,"Residential, Residential",Craftsman,"4,590 Sq. Ft.",4 days,1998,Gatewood,1964010,"$1,250,000",,2.5%,"$6,261",$571
09057559a81dca5bd7e7e5cbf9e3f63b6c243ebe4ecf2fd7c6ccd8568d8604c1,07/19/2022,WA,King County,https://www.redfin.com/WA/Issaquah/3934-262nd-Ave-SE-98029/home/438655,"3934 262nd Ave SE,Sammamish, WA 98029","$1,595,000",,matterport,Active,"Residential, Residential",Contemporary,"8,590 Sq. Ft.",3 days,1989,Klahanie,1968950,"$1,595,000","$1,596,790",,"$8,084",$544
71a6be9b1f819a964cb2468a2059792ef96d96492239c71122bf0f4a10ff4f50,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/1829-N-52nd-St-98103/home/304300,"1829 N 52nd St,Seattle, WA 98103","$1,050,000",,matterport,Active,"Residential, Residential",,"3,210 Sq. Ft.",3 days,1909,Wallingford,1968953,"$1,050,000","$1,056,097",,"$5,325",$525
e3bdfaf9a0875d555b2b685bc54eafd021df4118f68a208cb6ac24dc4d7283c5,07/19/2022,WA,King County,https://www.redfin.com/WA/Newcastle/12813-SE-80th-Way-98056/home/414589,"12813 SE 80th Way,Newcastle, WA 98056","$1,349,000",,matterport,Active,"Residential, Residential",Traditional,"10,810 Sq. Ft.",4 days,1988,Newcastle,1968339,"$1,349,000",,2.5%,"$6,699",$616
1563a9b7cc15fd58d82212f8105ddb904bf781faed85a0426b44184583fa9779,07/19/2022,WA,King County,https://www.redfin.com/WA/Duvall/27520-NE-141st-Pl-98019/home/518359,"27520 NE 141st Pl,Duvall, WA 98019","$920,000",,matterport,Active,"Residential, Residential",Northwest Contemporary,0.32 Acres,2 days,1998,Duvall,1969662,"$920,000","$930,774",,"$4,642",$440
46aa1c7877cb75ea7f56352ad2ed8cff3343fccf682b45902b6065f4e5b922fe,07/19/2022,WA,King County,https://www.redfin.com/WA/Redmond/17212-NE-45th-St-98052/unit-94/home/72109,"17212 NE 45th St #94,Redmond, WA 98052","$450,000",,matterport,Active,Condo,,,4 days,1968,Redmond,1967380,"$450,000",,2.5%,"$2,841",$462
c6a0fcfc3bf1be81f987c79c1ee25bbf7e4ad50447e2b60e49cf540944af6602,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/3802-S-Dakota-St-98118/home/171350,"3802 S Dakota St,Seattle, WA 98118","$849,950",,matterport,Active,"Residential, Residential",Craftsman,"4,590 Sq. Ft.",6 hours,1924,Mt Baker,1966660,"$849,950","$849,914",,"$4,315",$525
ef62aaa438485bca7a12b4356ce443229f6aa91c17ec5b4a0759e819c74e3f67,07/19/2022,WA,King County,https://www.redfin.com/WA/Seattle/5402-Greenwood-Ave-N-98103/home/22488605,"5402 Greenwood Ave N,Seattle, WA 98103","$2,480,000",,matterport,Active,"Residential, Residential",Northwest Contemporary,"5,043 Sq. Ft.",3 days,2019,Phinney Ridge,1966649,"$2,480,000",,,"$12,417",$738
6eefea83176ee514a2007257a8441d392049abc88d68eca95473551adb816ac1,07/19/2022,WA,King County,https://www.redfin.com/WA/Newcastle/7529-119th-Pl-SE-98056/home/2064108,"7529 119th Pl SE,Newcastle, WA 98056","$1,898,000",,matterport,Active,"Residential, Residential",,"6,615 Sq. Ft.",5 days,2005,Newcastle,1967115,"$1,898,000","$1,919,508",2.5%,"$9,618",$538
70f5b206e3f14229c8481a4d83570745c9519b6ade3c0959b38757251cc19662,07/19/2022,WA,King County,https://www.redfin.com/WA/Auburn/6128-S-294th-St-98001/home/210031,"6128 S 294th St,Auburn, WA 98001","$640,000",,matterport,Active,"Residential, Residential",,"6,325 Sq. Ft.",6 days,1979,West Hill,1963248,"$640,000",,3%,"$3,288",$299
70d4ecd126d0b72c8a07408e346fb6154c3014f6d38be0d8e4f5fd81932bcd1b,07/19/2022,WA,King County,https://www.redfin.com/WA/Renton/14627-160th-Ave-SE-98059/home/248041,"14627 160th Ave SE,Renton, WA 98059","$975,000",,matterport,Active,"Residential, Residential",,0.76 Acres,3 days,1974,Briarwood,1967626,"$975,000","$974,674",,"$5,040",$382
