FetchDate,Company,Status,Category,Accession,Filed,Document,Description,Class/Type,Security Level,Period,Operating Revenue,Operating Expenses,Depreciation,Amortization,Grand Total,Download File Location
07/26/2022,MarkWest Michigan Pipeline,complete,Submittal,20220126-8000,01/26/2022,01/26/2022,"MarkWest Michigan Pipeline Company, L.L.C. submits FERC Form 6Q report for 2021/Q3",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2021/Q3,"1,208,736","1,229,525","1,374,263",,"2,455,838",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/markwest_michigan_pipeline_form6q
07/26/2022,Bengal Pipeline,complete,Submittal,20220609-8035,06/09/2022,06/09/2022,Bengal Pipeline Company LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"9,834,483","6,368,584","1,337,117",,"28,508,916",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/bengal_pipeline_form6q
07/26/2022,Whiting Oil & Gas,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Spire NGL,complete,Submittal,20220609-8006,06/09/2022,06/09/2022,Spire NGL Inc. submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"57,997","32,237","54,035",,"579,971",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/spire_ngl_form6q
07/26/2022,Longhorn Partners Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Buckeye NGL Pipe Lines,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,DryTrails Midstream Energy,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Running Horse Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,LDH Energy Hastings,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Arrowhead Louisiana Gathering,complete,Submittal,20220609-8010,06/09/2022,06/09/2022,Arrowhead Louisiana Gathering LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"1,457,130","1,141,215","414,259",,"513,407.43",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/arrowhead_louisiana_gathering_form6q
07/26/2022,Cottonwood Creek,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Rio Vista Energy Partners,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Enbridge Storage (Patoka),complete,Submittal,20220608-8076,06/08/2022,06/08/2022,Enbridge Storage (Patoka) L.L.C. submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"1,766","20,597","87,645",,"41,948",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/enbridge_storage__patoka__form6q
07/26/2022,ONEOK North System,complete,Submittal,20220608-8051,06/08/2022,06/08/2022,"ONEOK North System, L.L.C. submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"35,880,258","21,020,917","1,568,765","1,783,167","12,843,951",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/oneok_north_system_form6q
07/26/2022,Plains LPG Services,complete,Submittal,20220531-8087,05/31/2022,05/31/2022,"Plains LPG Services, L.P. submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"683,935","487,395.00","3,872,934",,"1,327,158",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/plains_lpg_services_form6q
07/26/2022,Andeavor Gathering I,complete,Submittal,20220606-8018,06/06/2022,06/06/2022,Andeavor Gathering I LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"2,246,677","597,655","138,070",,"711,146",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/andeavor_gathering_i_form6q
07/26/2022,Wesco Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Valero MKS Logistics,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Overland Pass Pipeline,complete,Submittal,20220518-8009,05/18/2022,05/18/2022,Overland Pass Pipeline Company LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"20,510,205","10,507,279","4,535,440",,"8,013,552",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/overland_pass_pipeline_form6q
07/26/2022,SLC Pipeline,complete,Submittal,20220601-8017,06/01/2022,06/01/2022,SLC Pipeline LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"7,232,500","3,871,677.21","680,064","1,625,000","8,063,841",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/slc_pipeline_form6q
07/26/2022,White Cliffs Pipeline,complete,Submittal,20220602-8017,06/02/2022,06/02/2022,"White Cliffs Pipeline, L.L.C. submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"14,120,138","11,375,266","7,256,045",,"4,197,618",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/white_cliffs_pipeline_form6q
07/26/2022,ONEOK Arbuckle North Pipeline,complete,Submittal,20220608-8017,06/08/2022,06/08/2022,"ONEOK Arbuckle North Pipeline, L.L.C. submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"24,060,410","28,129,057","402,257",,"9,730,145",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/oneok_arbuckle_north_pipeline_form6q
07/26/2022,Excel Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,DCP Wattenberg Pipeline,complete,Submittal,20220606-8025,06/06/2022,06/06/2022,DCP Wattenberg Pipeline LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"23,077,360","13,405,762","373,322","11,598",,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/dcp_wattenberg_pipeline_form6q
07/26/2022,Hawthorn Oil Transportation (North Dakota),complete,Submittal,20220531-8033,05/31/2022,05/31/2022,"Hawthorn Oil Transportation (North Dakota), Inc. submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"20,252","214,614","97,447",,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/hawthorn_oil_transportation__north_dakota__form6q
07/26/2022,Hawthorn Oil Transportation (Oklahoma),nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,TransCanada Keystone Pipeline,complete,Submittal,20220603-8005,06/03/2022,06/03/2022,"TransCanada Keystone Pipeline, LP submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"322,034,332","141,956,926","40,879,389",,"53,820,662",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/transcanada_keystone_pipeline_form6q
07/26/2022,Northstar Pipeline,complete,Submittal,20220609-8033,06/09/2022,06/09/2022,"Northstar Pipeline Company, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"1,982,543","972,462","217,381",0,"731,566",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/northstar_pipeline_form6q
07/26/2022,Plains Pipeline - North Dakota,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Cypress Interstate Pipeline,complete,Submittal,20220531-8009,05/31/2022,05/31/2022,Cypress Interstate Pipeline LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"3,519,536","849,525","235,547",,"4,215,025",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/cypress_interstate_pipeline_form6q
07/26/2022,Enbridge Pipelines (Southern Lights),complete,Submittal,20220608-8081,06/08/2022,06/08/2022,Enbridge Pipelines (Southern Lights) LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"55,943,497","29,211,785","15,261,902",,"11,538,639",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/enbridge_pipelines__southern_lights__form6q
07/26/2022,Delaware Pipeline,complete,Submittal,20220608-8016,06/08/2022,06/08/2022,Delaware Pipeline Company LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"5,133,853","1,014,221","240,748",,"9,700,183",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/delaware_pipeline_form6q
07/26/2022,SP 49 Pipeline,complete,Submittal,20220613-8004,06/13/2022,06/13/2022,SP 49 Pipeline LLC submits FERC Form 6Q report for 2021/Q3,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2021/Q3,"488,058","466,792","772,040",,"1,269,445",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/sp_49_pipeline_form6q
07/26/2022,Energy XXI Pipelines,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,UNEV Pipeline,complete,Submittal,20220601-8018,06/01/2022,06/01/2022,"UNEV Pipeline, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"11,573,815","5,338,616.65","2,958,153",,"2,319,928",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/unev_pipeline_form6q
07/26/2022,Independent Trading & Transportation I,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,Hiland Crude,complete,Submittal,20220525-8036,05/25/2022,05/25/2022,"Hiland Crude, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"58,072,106","38,946,183","17,131,283",,"21,887,583",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/hiland_crude_form6q
07/26/2022,Calument Pipeline Transportation,nodata - name not on description,,,,,,,,,,,,,,
07/26/2022,GEL Offshore Pipeline,complete,Submittal,20220606-8008,06/06/2022,06/06/2022,"GEL Offshore Pipeline, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"435,645","2,530,110","511,009",,"445,946",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/gel_offshore_pipeline_form6q
07/27/2022,Hardin Street Holdings,complete,Submittal,20220606-8010,06/06/2022,06/06/2022,Hardin Street Holdings LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"2,714,649","4,754,572","239,503",,"387,008",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_26/ferc/hardin_street_holdings_form6q
07/27/2022,Hilcorp Energy GOM,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,NuStar Crude Oil Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,Arrowhead Offshore Pipeline,complete,Submittal,20220608-8029,06/08/2022,06/08/2022,"Arrowhead Offshore Pipeline, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"566,476","900,135","290,320",,"314,445",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/arrowhead_offshore_pipeline_form6q
07/27/2022,ONEOK Bakken Pipeline,complete,Submittal,20220608-8020,06/08/2022,06/08/2022,"ONEOK Bakken Pipeline, L.L.C. submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"83,646,863","21,036,453","6,773,527",,"28,327,674",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/oneok_bakken_pipeline_form6q
07/27/2022,MIPC,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,SALA Gathering Systems,complete,Submittal,20220608-8000,06/08/2022,06/08/2022,"SALA Gathering Systems, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"4,594,060","2,211,964.00","767,571",922,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/sala_gathering_systems_form6q
07/27/2022,Magnolia Pipeline,complete,Submittal,20220608-8001,06/08/2022,06/08/2022,"Magnolia Pipeline Company, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"4,148,583","1,401,583.00","106,822",,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/magnolia_pipeline_form6q
07/27/2022,El Dorado Pipelien,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,DCP Sand Hills Interstate Pipeline,complete,Submittal,20220607-8015,06/07/2022,06/07/2022,"DCP Sand Hills Interstate Pipeline, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"17,905,449","13,166,956","156,947","1,100",,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/dcp_sand_hills_interstate_pipeline_form6q
07/27/2022,DCP Southern Hills Pipeline,complete,Submittal,20220603-8010,06/03/2022,06/03/2022,"DCP Southern Hills Pipeline, LLC submits FERC Form 6Q report for 2021/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2021/Q1,"55,828,913","19,584,951","5,477,908","14,342",,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/dcp_southern_hills_pipeline_form6q
07/27/2022,Phillips 66 Carrier,complete,Submittal,20220608-8052,06/08/2022,06/08/2022,Phillips 66 Carrier LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"135,854,591","71,856,771","14,167,035",,"90,519,993",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/phillips_66_carrier_form6q
07/27/2022,Paline Pipeline,complete,Submittal,20220608-8002,06/08/2022,06/08/2022,"Paline Pipeline Company, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"5,646,825","2,725,674.00","809,529",,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/paline_pipeline_form6q
07/27/2022,Tesoro Logistics Northwest Pipeline,complete,Submittal,20220607-8001,06/07/2022,06/07/2022,Tesoro Logistics Northwest Pipeline LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"16,527,993","14,510,489","3,913,887",,"10,744,889",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/tesoro_logistics_northwest_pipeline_form6q
07/27/2022,Texas Express Pipeline,complete,Submittal,20220608-8019,06/08/2022,06/08/2022,Texas Express Pipeline LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"66,168,801","15,351,734","7,539,571",,"18,749,875",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/texas_express_pipeline_form6q
07/27/2022,Front Range Pipeline,complete,Submittal,20220608-8021,06/08/2022,06/08/2022,Front Range Pipeline LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"43,077,239","11,969,361","4,516,466",,"19,576,173",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/front_range_pipeline_form6q
07/27/2022,GNB NGL Pipeline,complete,Submittal,20220606-8027,06/06/2022,06/06/2022,GNB NGL Pipeline LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"547,629","228,388","197,498",,"859,869",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/gnb_ngl_pipeline_form6q
07/27/2022,Parkway Pipeline,complete,Submittal,20220609-8021,06/09/2022,06/09/2022,Parkway Pipeline LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"4,700,479","4,202,999","2,085,744",,"31,329,435",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/parkway_pipeline_form6q
07/27/2022,Enable Bakken Crude Services,complete,Submittal,20220609-8031,06/09/2022,06/09/2022,"Enable Bakken Crude Services, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"5,276,473","4,665,420","2,769,970","25,656","2,992,439",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/enable_bakken_crude_services_form6q
07/27/2022,Bakken Pipeline,complete,Submittal,20220608-8073,06/08/2022,06/08/2022,Bakken Pipeline Company LP submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"5,916,041","2,352,258","1,216,280",,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/bakken_pipeline_form6q
07/27/2022,BreitBurn Operating,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,Frontier Pipeline,complete,Submittal,20211203-8025,12/03/2021,12/03/2021,Frontier Pipeline Company submits FERC Form 6Q report for 2021/Q3,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2021/Q3,"6,553,958","2,463,474","1,352,989","388,650","16,620,498",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/frontier_pipeline_form6q
07/27/2022,Marketlink,complete,Submittal,20220603-8011,06/03/2022,06/03/2022,"Marketlink, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"80,066,564","64,767,902","1,654,850",,"38,176,076",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/marketlink_form6q
07/27/2022,EnLink NGL Pipeline,complete,Submittal,20220609-8011,06/09/2022,06/09/2022,"EnLink NGL Pipeline, LP submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"53,346,654","8,598,023","1,971,418",,"16,894,086",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/enlink_ngl_pipeline_form6q
07/27/2022,Bakkenlink Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,Lone Star NGL Pipeline,complete,Submittal,20211206-8018,12/06/2021,12/06/2021,Lone Star NGL Pipeline LP submits FERC Form 6Q report for 2021/Q3,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2021/Q3,"310,637,446","48,413,721","65,582,082","9,847","354,134,843",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/lone_star_ngl_pipeline_form6q
07/27/2022,MarkWest Liberty Ethane Pipeline,complete,Submittal,20220608-8069,06/08/2022,06/08/2022,"MarkWest Liberty Ethane Pipeline, L.L.C. submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"26,638,004","8,201,054","6,043,301",,"10,206,841",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/markwest_liberty_ethane_pipeline_form6q
07/27/2022,USG Wheatland Pipeline,complete,Submittal,20220526-8035,05/26/2022,05/26/2022,"USG Wheatland Pipeline, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"129,621","192,204","114,570",,"91,154",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/usg_wheatland_pipeline_form6q
07/27/2022,Plains Southcap,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,Valero Partners Lucas,complete,Submittal,20220609-8017,06/09/2022,06/09/2022,"Valero Partners Lucas, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"7,942,523","3,300,045","653,816",,"146,961,164",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/valero_partners_lucas_form6q
07/27/2022,Valero Partners PAPS,complete,Submittal,20220609-8019,06/09/2022,06/09/2022,"Valero Partners PAPS, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"5,180,797","2,093,426","616,289",,"97,856,670",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/valero_partners_paps_form6q
07/27/2022,Ohio River Valley Pipeline,complete,Submittal,20220609-8007,06/09/2022,06/09/2022,"Ohio River Valley Pipeline, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"499,785","307,405","378,496",,"463,221",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/ohio_river_valley_pipeline_form6q
07/27/2022,Blue Racer NGL Pipelines,complete,Submittal,20220715-8000,07/15/2022,07/15/2022,"Blue Racer NGL Pipelines, LLC submits FERC Form 6Q report for 2022/Q2",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q2,"7,137,540","5,160,917","4,388,481",,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/blue_racer_ngl_pipelines_form6q
07/27/2022,Nutaaq Pipeline,complete,Submittal,20220524-8002,05/24/2022,05/24/2022,Nutaaq Pipeline LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"1,134,690","1,226,214",,,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/nutaaq_pipeline_form6q
07/27/2022,Buckeye Linden Pipe Line,complete,Submittal,20220603-8017,06/03/2022,06/03/2022,Buckeye Linden Pipe Line Company LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"3,258,623","4,923,035",,,"3,070,712",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/buckeye_linden_pipe_line_form6q
07/27/2022,Vantage Pipeline US,complete,Submittal,20220609-8025,06/09/2022,06/09/2022,Vantage Pipeline US LP submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"3,948,540","1,847,780","761,841","481,963","2,620,467",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/vantage_pipeline_us_form6q
07/27/2022,Valero Partners Wynnewood,complete,Submittal,20220609-8020,06/09/2022,06/09/2022,"Valero Partners Wynnewood, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"5,891,000","2,517,045","530,770",,"37,394,373",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/valero_partners_wynnewood_form6q
07/27/2022,Zydeco Pipeline,complete,Submittal,20220608-8058,06/08/2022,06/08/2022,Zydeco Pipeline Company LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"39,155,390","21,088,066","3,855,426",,"63,068,014",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/zydeco_pipeline_form6q
07/27/2022,BOE Pipeline,complete,Submittal,20211227-8001,12/27/2021,12/27/2021,"BOE Pipeline, LLC submits FERC Form 6Q report for 2021/Q3",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2021/Q3,,"707,310","498,266",,"103,442",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/boe_pipeline_form6q
